city;area;rooms;bathroom;parking spaces;floor;animal;furniture;rent
Campinas;50;1;1;1;4;acept;not furnished;1135
Belo Horizonte;23;1;1;0;1;not acept;furnished;1137
Porto Alegre;50;1;1;0;8;acept;not furnished;1137
Belo Horizonte;68;3;2;1;2;acept;not furnished;1138
Porto Alegre;50;2;1;1;3;acept;not furnished;1140
Belo Horizonte;65;3;1;1;2;acept;not furnished;1141
Porto Alegre;46;1;1;0;2;acept;not furnished;1142
São Paulo;100;2;1;0;0;not acept;not furnished;1142
Belo Horizonte;55;2;1;1;3;not acept;not furnished;1143
Rio de Janeiro;70;2;1;0;2;not acept;not furnished;1143
Campinas;55;2;1;1;4;acept;not furnished;1144
São Paulo;35;1;1;0;0;acept;not furnished;1144
Belo Horizonte;54;2;1;2;2;acept;not furnished;1146
Porto Alegre;48;2;1;1;2;acept;not furnished;1147
São Paulo;25;1;1;0;1;not acept;not furnished;1148
São Paulo;20;1;1;0;1;not acept;not furnished;1149
Belo Horizonte;73;3;1;0;1;acept;not furnished;1150
Porto Alegre;27;1;1;0;2;acept;not furnished;1150
Porto Alegre;27;1;1;0;1;acept;not furnished;1150
Porto Alegre;27;1;1;0;2;acept;not furnished;1150
Porto Alegre;35;1;1;0;1;acept;not furnished;1150
São Paulo;45;1;1;0;0;not acept;not furnished;1150
Campinas;38;1;1;0;3;not acept;not furnished;1151
Porto Alegre;60;2;1;0;1;acept;not furnished;1151
Belo Horizonte;58;1;1;1;0;acept;not furnished;1153
Porto Alegre;40;1;1;0;3;acept;furnished;1153
Porto Alegre;48;1;1;0;2;acept;not furnished;1156
Porto Alegre;90;2;1;1;1;acept;not furnished;1156
Porto Alegre;39;1;1;1;2;acept;furnished;1157
Porto Alegre;59;2;1;0;1;acept;not furnished;1158
Campinas;34;1;1;0;4;acept;not furnished;1159
Rio de Janeiro;64;2;1;0;3;acept;not furnished;1160
Campinas;20;1;1;0;1;not acept;not furnished;1161
Campinas;50;1;1;0;11;not acept;not furnished;1161
Porto Alegre;65;2;1;0;3;acept;not furnished;1161
Porto Alegre;70;2;1;0;1;acept;not furnished;1162
Belo Horizonte;50;2;1;1;1;acept;not furnished;1163
Belo Horizonte;62;2;1;1;3;acept;not furnished;1163
Porto Alegre;52;2;1;0;4;acept;not furnished;1163
São Paulo;50;2;1;0;2;not acept;not furnished;1163
São Paulo;50;2;2;0;1;not acept;not furnished;1163
Campinas;48;2;1;1;4;acept;not furnished;1164
Campinas;55;2;1;1;0;acept;not furnished;1164
Porto Alegre;40;2;1;1;3;acept;not furnished;1164
Porto Alegre;54;2;1;1;2;acept;not furnished;1164
Campinas;52;1;1;1;6;acept;not furnished;1166
Porto Alegre;44;1;1;0;5;acept;not furnished;1166
Campinas;45;1;1;1;3;acept;not furnished;1167
São Paulo;40;1;1;0;0;acept;not furnished;1167
São Paulo;50;2;1;0;0;not acept;not furnished;1167
Campinas;50;2;1;1;1;acept;not furnished;1169
Porto Alegre;38;1;1;0;5;acept;not furnished;1170
São Paulo;60;2;1;0;1;acept;not furnished;1170
Porto Alegre;25;1;1;0;4;acept;not furnished;1172
Porto Alegre;45;2;1;0;2;acept;not furnished;1172
Porto Alegre;77;2;1;0;1;not acept;not furnished;1172
Belo Horizonte;52;2;1;1;1;acept;not furnished;1174
Belo Horizonte;70;3;1;1;3;acept;not furnished;1174
Campinas;50;1;1;0;1;not acept;not furnished;1174
Campinas;110;2;1;1;2;acept;not furnished;1175
Campinas;75;2;1;1;0;acept;not furnished;1177
São Paulo;45;1;1;0;0;not acept;not furnished;1178
São Paulo;30;1;1;0;0;acept;not furnished;1179
Rio de Janeiro;20;1;1;0;4;not acept;not furnished;1180
Campinas;46;1;1;1;10;acept;not furnished;1181
Campinas;45;2;1;1;1;acept;not furnished;1182
Campinas;74;3;1;1;4;acept;not furnished;1182
Campinas;53;1;1;1;13;acept;not furnished;1187
Porto Alegre;40;1;1;0;2;not acept;not furnished;1188
Porto Alegre;47;1;1;1;2;not acept;not furnished;1189
São Paulo;47;1;1;0;0;not acept;not furnished;1189
São Paulo;47;1;1;0;4;not acept;not furnished;1189
Belo Horizonte;65;2;1;1;2;not acept;not furnished;1190
Porto Alegre;38;1;1;0;2;acept;not furnished;1190
Porto Alegre;90;2;1;0;2;acept;not furnished;1190
Belo Horizonte;50;2;1;1;4;acept;not furnished;1191
Belo Horizonte;50;2;1;2;6;acept;not furnished;1191
Porto Alegre;75;2;1;0;3;acept;not furnished;1191
São Paulo;60;2;1;0;0;acept;not furnished;1191
Belo Horizonte;64;2;1;1;2;acept;not furnished;1192
Campinas;60;2;1;1;3;acept;not furnished;1192
Campinas;75;3;2;1;2;acept;not furnished;1192
Campinas;30;1;1;0;2;not acept;not furnished;1193
Campinas;30;1;1;0;1;not acept;not furnished;1193
Porto Alegre;55;2;1;1;2;acept;not furnished;1193
Campinas;55;1;1;1;0;acept;furnished;1194
São Paulo;70;2;1;1;0;acept;not furnished;1194
Belo Horizonte;59;3;1;1;1;acept;not furnished;1195
São Paulo;35;1;1;0;0;acept;not furnished;1195
Belo Horizonte;65;3;2;2;2;acept;not furnished;1196
Belo Horizonte;90;4;3;1;2;acept;not furnished;1196
Campinas;47;2;1;1;4;acept;not furnished;1197
Porto Alegre;38;1;1;0;1;acept;not furnished;1197
São Paulo;50;2;1;0;0;not acept;not furnished;1197
São Paulo;50;2;2;0;0;not acept;not furnished;1197
Campinas;45;2;1;1;3;acept;not furnished;1198
São Paulo;60;1;1;1;0;not acept;not furnished;1198
Campinas;64;2;1;1;0;acept;not furnished;1199
Porto Alegre;56;2;1;1;2;acept;not furnished;1200
Porto Alegre;40;1;1;0;7;acept;not furnished;1201
São Paulo;35;1;1;0;0;not acept;not furnished;1201
Porto Alegre;47;1;1;0;3;acept;not furnished;1202
São Paulo;48;1;1;0;0;not acept;not furnished;1202
Porto Alegre;42;1;1;0;6;not acept;not furnished;1204
Porto Alegre;50;1;1;0;1;acept;not furnished;1205
Belo Horizonte;51;2;1;0;2;acept;furnished;1206
Porto Alegre;18;1;1;0;16;acept;not furnished;1206
Porto Alegre;30;1;1;0;9;acept;not furnished;1207
Porto Alegre;44;1;1;0;1;not acept;not furnished;1207
Porto Alegre;40;1;1;0;5;acept;furnished;1208
Porto Alegre;67;1;1;0;2;acept;not furnished;1209
Rio de Janeiro;30;1;1;0;6;not acept;not furnished;1210
Belo Horizonte;45;2;1;1;3;acept;not furnished;1211
Belo Horizonte;51;3;1;1;2;acept;not furnished;1211
Campinas;55;1;1;1;2;acept;not furnished;1211
Belo Horizonte;45;2;1;1;1;not acept;not furnished;1212
Belo Horizonte;50;2;1;1;3;acept;not furnished;1212
Porto Alegre;18;1;1;0;15;acept;furnished;1213
Porto Alegre;42;1;1;1;2;acept;not furnished;1213
São Paulo;40;1;1;0;1;not acept;not furnished;1214
São Paulo;50;1;1;0;4;acept;not furnished;1214
Campinas;73;3;1;1;4;acept;not furnished;1215
Porto Alegre;40;1;1;0;3;acept;not furnished;1215
Porto Alegre;50;2;1;1;3;acept;not furnished;1215
Campinas;55;2;1;1;1;acept;not furnished;1216
Porto Alegre;42;1;1;0;3;acept;furnished;1216
São Paulo;15;1;1;0;0;not acept;not furnished;1216
São Paulo;19;1;1;0;0;not acept;not furnished;1216
São Paulo;45;1;1;1;0;not acept;not furnished;1216
São Paulo;46;2;1;0;5;acept;not furnished;1216
São Paulo;48;2;1;0;2;acept;not furnished;1216
São Paulo;50;1;1;1;0;not acept;not furnished;1216
São Paulo;80;1;1;1;2;not acept;not furnished;1216
Belo Horizonte;67;3;1;1;3;acept;not furnished;1217
Campinas;53;1;1;1;3;acept;not furnished;1218
Campinas;70;2;1;0;2;acept;not furnished;1218
Porto Alegre;44;1;1;1;2;acept;not furnished;1218
São Paulo;50;1;1;0;0;not acept;not furnished;1218
Belo Horizonte;45;1;1;0;10;acept;not furnished;1219
Belo Horizonte;60;2;1;1;0;not acept;not furnished;1219
Belo Horizonte;60;2;1;0;0;not acept;not furnished;1219
Campinas;80;2;1;0;0;acept;not furnished;1219
Campinas;150;1;2;0;0;acept;not furnished;1219
Rio de Janeiro;60;2;1;0;0;not acept;not furnished;1219
Rio de Janeiro;70;1;2;0;0;not acept;not furnished;1219
São Paulo;30;1;1;0;0;not acept;not furnished;1219
São Paulo;40;1;1;1;0;acept;not furnished;1219
São Paulo;45;1;1;0;0;not acept;not furnished;1219
São Paulo;50;2;1;0;0;not acept;not furnished;1219
São Paulo;50;1;1;0;0;not acept;not furnished;1219
São Paulo;50;1;1;0;0;acept;not furnished;1219
Belo Horizonte;100;2;1;0;2;not acept;not furnished;1220
Campinas;57;2;1;0;2;acept;not furnished;1220
São Paulo;80;1;1;0;0;acept;not furnished;1220
Porto Alegre;33;1;1;0;1;acept;not furnished;1222
Belo Horizonte;23;1;1;0;2;not acept;not furnished;1223
Belo Horizonte;46;2;1;1;2;acept;not furnished;1224
Campinas;25;1;1;0;3;not acept;not furnished;1224
Campinas;42;2;1;1;4;acept;not furnished;1224
Porto Alegre;49;1;1;0;1;not acept;not furnished;1224
Campinas;44;2;1;1;3;acept;not furnished;1225
Belo Horizonte;65;3;1;1;3;not acept;not furnished;1226
Rio de Janeiro;30;1;1;0;8;acept;not furnished;1226
São Paulo;70;2;1;0;0;not acept;not furnished;1227
São Paulo;90;1;1;0;0;not acept;not furnished;1227
Porto Alegre;60;2;1;1;4;acept;not furnished;1228
Porto Alegre;67;1;1;1;3;acept;not furnished;1228
Belo Horizonte;50;2;1;1;2;acept;not furnished;1231
Porto Alegre;50;1;1;0;6;acept;not furnished;1232
Belo Horizonte;52;2;1;1;3;acept;not furnished;1233
Campinas;55;1;1;1;7;acept;not furnished;1234
Porto Alegre;60;1;1;0;2;not acept;not furnished;1234
Porto Alegre;46;1;1;0;6;acept;not furnished;1235
Rio de Janeiro;120;3;1;1;0;acept;not furnished;1235
Campinas;49;2;1;1;5;acept;not furnished;1236
Belo Horizonte;65;2;1;1;8;acept;not furnished;1237
Porto Alegre;63;2;1;0;2;acept;not furnished;1237
Belo Horizonte;49;2;1;1;4;acept;not furnished;1239
Belo Horizonte;66;2;1;1;3;acept;not furnished;1239
Rio de Janeiro;40;1;1;0;0;acept;not furnished;1239
Porto Alegre;39;1;1;0;7;acept;not furnished;1240
Rio de Janeiro;60;1;2;1;3;acept;not furnished;1240
Belo Horizonte;80;2;1;0;2;acept;not furnished;1241
São Paulo;60;2;1;0;0;not acept;not furnished;1241
Porto Alegre;82;3;1;2;3;acept;not furnished;1242
São Paulo;52;2;1;0;1;acept;not furnished;1242
São Paulo;100;2;1;0;0;acept;not furnished;1242
Campinas;150;2;2;1;0;acept;not furnished;1243
São Paulo;80;1;1;1;0;acept;not furnished;1243
Belo Horizonte;70;3;1;2;2;acept;not furnished;1244
São Paulo;25;1;1;0;0;acept;not furnished;1244
Campinas;53;1;1;1;8;not acept;not furnished;1245
Belo Horizonte;45;1;1;0;0;acept;not furnished;1246
São Paulo;35;1;1;0;1;not acept;not furnished;1246
São Paulo;44;1;1;0;1;not acept;not furnished;1246
Belo Horizonte;62;2;1;1;3;acept;not furnished;1248
Belo Horizonte;62;2;1;1;2;acept;not furnished;1248
Belo Horizonte;62;2;1;1;3;acept;not furnished;1248
São Paulo;52;2;1;0;1;not acept;not furnished;1249
Campinas;51;2;1;1;1;not acept;not furnished;1251
Campinas;51;1;1;0;3;acept;not furnished;1251
São Paulo;25;1;1;0;1;not acept;not furnished;1251
São Paulo;22;1;1;0;1;not acept;furnished;1252
Belo Horizonte;19;1;1;0;1;not acept;not furnished;1253
São Paulo;65;2;1;0;0;acept;not furnished;1253
São Paulo;70;1;1;0;0;acept;not furnished;1253
Belo Horizonte;60;2;1;1;1;acept;furnished;1254
Belo Horizonte;96;3;1;1;0;not acept;not furnished;1254
Porto Alegre;43;1;1;1;4;acept;not furnished;1254
Campinas;48;1;1;0;13;acept;not furnished;1255
Porto Alegre;96;2;1;0;2;not acept;not furnished;1255
Belo Horizonte;52;2;2;1;4;acept;not furnished;1256
Campinas;55;2;1;1;2;acept;not furnished;1256
Campinas;44;2;1;1;2;acept;not furnished;1257
São Paulo;19;1;1;0;0;not acept;not furnished;1257
São Paulo;60;2;1;0;0;acept;not furnished;1257
Belo Horizonte;70;2;1;0;1;acept;not furnished;1258
Rio de Janeiro;50;2;1;0;0;acept;not furnished;1258
Belo Horizonte;65;2;1;1;5;acept;not furnished;1259
Campinas;46;2;1;1;5;acept;not furnished;1259
Campinas;97;1;1;0;12;acept;not furnished;1259
São Paulo;90;2;1;0;0;acept;not furnished;1260
Rio de Janeiro;20;1;1;0;3;acept;not furnished;1261
São Paulo;50;2;1;0;0;acept;not furnished;1261
Rio de Janeiro;40;1;1;0;2;acept;not furnished;1262
Campinas;45;2;1;0;2;not acept;not furnished;1263
Campinas;58;2;1;1;3;acept;not furnished;1263
Porto Alegre;42;1;1;0;1;acept;furnished;1263
São Paulo;60;2;1;0;0;not acept;not furnished;1263
Belo Horizonte;55;2;1;1;1;acept;not furnished;1264
Porto Alegre;60;2;1;0;2;acept;not furnished;1264
São Paulo;25;1;1;0;0;acept;not furnished;1264
São Paulo;30;1;1;0;1;acept;not furnished;1265
Campinas;62;2;1;0;2;acept;not furnished;1266
São Paulo;70;1;1;0;0;not acept;not furnished;1266
Campinas;35;1;1;1;13;acept;not furnished;1267
São Paulo;56;1;1;0;0;not acept;not furnished;1267
Belo Horizonte;57;3;1;1;4;acept;not furnished;1268
Campinas;60;2;1;1;3;acept;not furnished;1268
Porto Alegre;49;1;1;0;4;acept;not furnished;1268
Porto Alegre;50;1;1;0;2;acept;furnished;1269
São Paulo;60;1;1;1;0;acept;not furnished;1269
São Paulo;62;2;2;0;0;acept;furnished;1269
Campinas;57;2;1;1;3;not acept;not furnished;1271
Campinas;60;2;1;1;1;not acept;not furnished;1271
Rio de Janeiro;35;1;1;0;12;acept;not furnished;1271
Rio de Janeiro;40;1;1;0;2;acept;not furnished;1271
São Paulo;30;1;1;0;3;not acept;not furnished;1272
Porto Alegre;61;2;1;0;2;acept;not furnished;1273
Porto Alegre;80;3;1;0;0;not acept;not furnished;1273
Porto Alegre;60;2;1;1;2;acept;not furnished;1274
Porto Alegre;62;2;1;0;4;acept;not furnished;1274
Belo Horizonte;55;2;1;2;7;acept;not furnished;1275
Campinas;46;2;1;1;3;acept;not furnished;1275
Campinas;46;1;1;0;6;acept;not furnished;1275
Campinas;46;2;1;1;3;acept;not furnished;1275
São Paulo;16;1;1;0;1;not acept;not furnished;1275
Campinas;50;2;1;1;7;acept;not furnished;1276
São Paulo;18;1;1;0;1;not acept;not furnished;1276
Belo Horizonte;63;3;1;1;3;acept;not furnished;1279
Campinas;85;2;1;0;0;acept;not furnished;1279
Belo Horizonte;92;2;1;0;0;acept;not furnished;1280
Campinas;38;1;1;1;9;acept;not furnished;1280
Belo Horizonte;30;1;1;0;1;not acept;not furnished;1281
Belo Horizonte;62;3;1;1;2;not acept;not furnished;1282
Campinas;50;2;1;0;2;not acept;not furnished;1282
Belo Horizonte;55;2;2;1;2;acept;not furnished;1283
Belo Horizonte;100;2;1;0;0;acept;not furnished;1283
Campinas;79;2;1;1;3;not acept;not furnished;1283
São Paulo;75;2;1;0;1;not acept;not furnished;1283
Campinas;37;1;1;1;7;not acept;not furnished;1284
São Paulo;58;2;1;1;2;acept;not furnished;1284
São Paulo;80;2;2;0;0;not acept;not furnished;1284
Campinas;51;2;1;0;2;acept;not furnished;1285
Campinas;44;2;1;2;0;acept;not furnished;1286
São Paulo;80;2;1;0;0;acept;not furnished;1286
Campinas;63;2;1;0;0;acept;not furnished;1287
Porto Alegre;65;3;2;1;3;acept;not furnished;1287
São Paulo;40;1;1;0;1;acept;not furnished;1287
Belo Horizonte;53;2;1;1;2;acept;not furnished;1288
Campinas;62;2;1;0;0;not acept;not furnished;1288
Porto Alegre;60;1;1;0;2;not acept;furnished;1288
Belo Horizonte;65;3;1;1;2;acept;furnished;1290
Campinas;44;1;1;0;3;acept;furnished;1290
Belo Horizonte;46;2;1;1;2;acept;not furnished;1291
Campinas;48;1;1;0;4;not acept;not furnished;1291
Porto Alegre;50;1;1;0;1;acept;not furnished;1291
Belo Horizonte;22;1;1;1;1;not acept;not furnished;1292
Belo Horizonte;67;1;1;0;13;acept;not furnished;1292
Porto Alegre;63;1;1;0;3;acept;not furnished;1292
São Paulo;35;1;1;0;6;acept;not furnished;1292
Campinas;67;3;1;1;1;not acept;not furnished;1293
São Paulo;55;2;1;1;2;acept;not furnished;1293
Campinas;40;1;1;1;6;acept;not furnished;1294
Campinas;43;2;1;1;0;acept;not furnished;1294
Porto Alegre;65;3;1;1;1;acept;not furnished;1294
Rio de Janeiro;45;1;1;0;1;acept;not furnished;1294
Belo Horizonte;65;3;2;1;5;not acept;not furnished;1295
Porto Alegre;25;1;1;0;0;acept;furnished;1296
Belo Horizonte;67;2;2;2;1;acept;not furnished;1298
Belo Horizonte;72;3;1;1;3;not acept;not furnished;1298
Porto Alegre;42;1;1;0;1;acept;not furnished;1299
São Paulo;15;1;1;0;0;not acept;furnished;1299
Porto Alegre;60;2;1;0;3;acept;not furnished;1301
Campinas;71;1;1;1;9;not acept;not furnished;1302
São Paulo;50;2;1;0;0;acept;not furnished;1302
São Paulo;50;1;1;0;0;not acept;not furnished;1303
Porto Alegre;55;1;1;1;3;acept;not furnished;1304
Belo Horizonte;60;2;1;1;1;acept;not furnished;1305
Belo Horizonte;85;2;1;1;1;acept;not furnished;1305
Campinas;55;2;1;1;0;acept;not furnished;1306
Porto Alegre;71;2;2;1;2;acept;not furnished;1306
São Paulo;45;2;1;0;1;not acept;not furnished;1306
São Paulo;35;1;1;0;1;not acept;not furnished;1307
Porto Alegre;48;2;1;0;4;acept;not furnished;1308
São Paulo;25;1;1;0;0;not acept;furnished;1308
Rio de Janeiro;60;2;1;1;5;acept;not furnished;1309
Campinas;48;1;1;1;6;not acept;not furnished;1311
Belo Horizonte;53;3;1;0;4;acept;not furnished;1312
Belo Horizonte;65;2;2;1;1;not acept;not furnished;1312
Belo Horizonte;75;2;1;1;4;acept;not furnished;1312
São Paulo;40;1;1;0;0;acept;not furnished;1312
Campinas;25;1;1;0;3;not acept;not furnished;1313
Campinas;60;3;2;1;3;acept;not furnished;1313
Belo Horizonte;50;2;1;1;4;acept;not furnished;1314
Campinas;49;2;1;1;1;acept;not furnished;1314
Campinas;65;2;1;1;1;not acept;not furnished;1314
Rio de Janeiro;50;1;1;0;4;acept;not furnished;1314
São Paulo;29;1;1;0;5;acept;not furnished;1314
Porto Alegre;46;1;1;0;5;acept;not furnished;1315
São Paulo;58;2;1;1;3;acept;not furnished;1316
Campinas;75;2;1;1;0;acept;not furnished;1317
Porto Alegre;46;1;1;1;3;acept;not furnished;1317
Porto Alegre;47;1;1;0;0;not acept;not furnished;1317
São Paulo;28;1;1;0;0;acept;not furnished;1317
São Paulo;35;1;1;1;0;not acept;not furnished;1317
São Paulo;39;1;1;0;2;not acept;not furnished;1317
São Paulo;40;1;1;0;0;not acept;not furnished;1317
São Paulo;49;1;2;0;1;acept;not furnished;1317
Belo Horizonte;38;1;1;0;2;not acept;not furnished;1318
Belo Horizonte;62;2;2;0;1;acept;not furnished;1318
Campinas;52;2;1;1;7;acept;not furnished;1318
Porto Alegre;45;1;1;1;1;acept;not furnished;1318
Belo Horizonte;60;2;1;1;12;not acept;not furnished;1319
Campinas;57;1;2;1;12;not acept;not furnished;1319
Porto Alegre;58;2;1;0;1;acept;furnished;1319
São Paulo;40;1;1;0;0;not acept;not furnished;1319
São Paulo;60;2;2;0;0;acept;not furnished;1320
São Paulo;70;2;1;0;0;not acept;not furnished;1320
São Paulo;70;3;1;0;0;acept;not furnished;1320
Campinas;54;2;1;1;3;acept;not furnished;1321
Porto Alegre;23;1;1;1;5;not acept;not furnished;1321
Porto Alegre;40;1;1;0;2;acept;furnished;1322
Rio de Janeiro;40;2;1;0;7;acept;not furnished;1322
Porto Alegre;66;2;1;1;1;acept;not furnished;1323
Campinas;68;2;1;1;3;acept;not furnished;1324
Porto Alegre;29;1;1;0;11;not acept;not furnished;1324
Porto Alegre;40;1;1;1;1;not acept;furnished;1324
Porto Alegre;45;2;2;0;0;not acept;not furnished;1324
Rio de Janeiro;57;1;1;0;2;acept;not furnished;1325
Rio de Janeiro;65;2;1;0;3;acept;not furnished;1325
Rio de Janeiro;65;2;2;0;0;not acept;not furnished;1325
São Paulo;67;2;1;0;3;acept;not furnished;1325
Campinas;74;3;2;1;4;acept;not furnished;1326
Campinas;55;2;1;1;3;acept;not furnished;1327
Campinas;60;2;1;1;1;acept;not furnished;1327
Campinas;60;2;1;1;2;acept;not furnished;1327
Campinas;60;2;1;1;3;acept;not furnished;1327
Campinas;60;2;1;1;2;acept;not furnished;1327
Porto Alegre;28;1;1;0;1;acept;not furnished;1327
Porto Alegre;30;1;1;1;3;acept;not furnished;1327
São Paulo;35;1;1;0;1;not acept;not furnished;1327
Campinas;104;3;1;0;3;not acept;not furnished;1328
São Paulo;62;1;1;1;0;not acept;not furnished;1329
São Paulo;24;1;1;1;0;not acept;not furnished;1330
Belo Horizonte;70;2;1;1;3;acept;not furnished;1331
Campinas;50;2;1;1;0;not acept;not furnished;1331
Campinas;70;3;1;1;1;acept;not furnished;1331
Rio de Janeiro;36;1;1;0;7;acept;not furnished;1331
Rio de Janeiro;80;2;1;0;9;acept;not furnished;1331
Rio de Janeiro;50;2;1;0;4;acept;not furnished;1332
Belo Horizonte;80;1;2;0;2;acept;not furnished;1333
Porto Alegre;42;1;1;2;2;acept;furnished;1335
Porto Alegre;71;2;1;0;1;acept;not furnished;1335
Campinas;55;2;1;1;10;acept;not furnished;1336
Rio de Janeiro;18;1;1;0;3;acept;not furnished;1336
Rio de Janeiro;73;2;1;0;4;acept;not furnished;1336
São Paulo;60;1;1;0;2;acept;not furnished;1336
Belo Horizonte;72;2;2;1;0;acept;not furnished;1337
Porto Alegre;85;2;1;0;1;acept;not furnished;1339
Belo Horizonte;58;2;1;1;1;acept;not furnished;1340
Campinas;47;1;1;0;10;not acept;furnished;1340
Campinas;70;1;1;0;6;acept;not furnished;1341
Porto Alegre;51;2;1;1;6;acept;not furnished;1341
São Paulo;55;2;1;1;0;acept;not furnished;1341
Campinas;48;2;1;1;5;acept;not furnished;1342
São Paulo;28;1;1;0;1;acept;not furnished;1342
Porto Alegre;60;2;1;0;6;acept;not furnished;1343
Porto Alegre;55;2;1;0;2;acept;not furnished;1344
São Paulo;74;2;1;0;0;not acept;not furnished;1344
